company/brand,stage,amount,location,what_it_does,funded_year,investors,founded,sector,headquarter,founders,investor,column10
Nivesh.com,Undisclosed,600000.0,,The platform simplifies the process of investment,2019.0,,2016.0,Financial Services,Noida,"Anurag Garg, Sridhar Srinivasan",Windrose Capital,
Zebu,Seed funding,4000000.0,,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",2019.0,,2015.0,IT & Technology,,Team of Waterloo-based software developers,Undisclosed,
Smart Institute,Undisclosed,1500000.0,,A platform to learn online,2019.0,,,Education,Surat,Undisclosed,HNI investors,
CarDekho,Series D,70000000.0,,Enables people to buy and sell new/old cars.,2019.0,,2008.0,Transportation & Logistics,Jaipur,Amit Jain,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",
Shadowfax,Series D,60000000.0,,A platform for delivery services,2019.0,,2015.0,Transportation & Logistics,Bangalore,"Abhishek Bansal, Vaibhav Khandelwal","Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",
Credr,Undisclosed,6000000.0,,A marketplace to buy and sell used bikes and scooters,2019.0,,2014.0,Transportation & Logistics,Mumbai,Mittal,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",
Sportido,Series B,6000000.0,,It is a sports discovery app that helps to find people and places to play 700+ sports,2019.0,,2015.0,Sports,Noida,"Neeraj Aggarwala, Akhil Ramachandran","Inflection Point Ventures, SucSEED Venture Partners.",
Phable,Undisclosed,220000.0,,"It creates an engagement loop between doctors, hospitals, and patients via its app",2019.0,,2018.0,Healthcare & Life Sciences,,Sumit Sinha,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",
Sarva,Undisclosed,2800000.0,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2019.0,,,Healthcare & Life Sciences,Chennai,Sarvesh Shashi,"Venture fund, Fireside Ventures.",
IndyFint,Series A,2100000.0,,"It helps lenders to directly provide short-term loans to merchants, employees, and students",2019.0,,2019.0,Financial Services,Bangalore,Paddy Padmanabhan,Saravanan Adiseshan,
Zolostays,Undisclosed,7000000.0,,It offers affordable housing apartments to young professionals and students,2019.0,,2015.0,Travel & Tourism,,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry",Trifecta Capital,
Ola,Undisclosed,311000000.0,,It enables one to book cab online,2019.0,,2010.0,Transportation & Logistics,Bangalore,"Bhavish Aggarwal, Ankit Bhati","Kia Motors, Hyundai",
Zoomcar,Undisclosed,4800000.0,,A car rental service platform,2019.0,,2013.0,Transportation & Logistics,Bangalore,"Greg Moran, David Back",Zoomcar Inc,
Kratikal,Series A,1000000.0,,Provides cyber security solutions,2019.0,,,IT & Technology,Uttar pradesh,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu",
Froogal,Series A,1000000.0,,A cloud based Customer Loyalty & Engagement Platform,2019.0,,,Business Services,Hyderabad,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,
Infra.Market,Series A,20000000.0,,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing",2019.0,,,Real Estate,Mumbai,"Aaditya Sharda, Souvik Sengupta","Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",
Oyo,Undisclosed,693000000.0,,Provides rooms for comfortable stay,2019.0,,2013.0,Travel & Tourism,Gurugram,Ritesh Agarwal,"MyPreferred Transformation, Avendus Finance, SoftBank",
GoMechanic,Series B,5000000.0,,Find automobile repair and maintenance service providers,2019.0,,2016.0,Transportation & Logistics,Delhi,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,
Spinny,Undisclosed,50000000.0,,Online car retailer,2019.0,,2015.0,Transportation & Logistics,Delhi,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta","Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",
Ess Kay Fincorp,Undisclosed,33000000.0,,Organised Non-Banking Finance Company,2019.0,,,Financial Services,Rajasthan,Rajendra Setia,"TPG, Norwest Venture Partners, Evolvence India",
Aqgromalin,,200000.0,,Cultivating Ideas for Profit,,,2019.0,Agriculture,Chennai,"Prasanna Manogaran, Bharani C L",Angel investors,
Krayonnz,Pre-Seed funding,100000.0,,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,,,2019.0,Education,Bangalore,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,
PadCare Labs,Pre-Seed funding,270000.0,,Converting bio-hazardous waste to harmless waste,,,2018.0,Healthcare & Life Sciences,Pune,Ajinkya Dhariya,Venture Center,
NCOME,,400000.0,,Escrow-as-a-service platform,,,2020.0,Financial Services,New Delhi,Ritesh Tiwari,"Venture Catalysts, PointOne Capital",
Gramophone,,340000.0,,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,,,2016.0,Agriculture,Indore,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",
qZense,Seed funding,600000.0,,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,,,2019.0,Agriculture,Bangalore,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",
MyClassboard,Series A,600000.0,,MyClassboard is a full-fledged School / College Management Software.,,,2008.0,Education,Hyderabad,Ajay Sakhamuri,ICICI Bank.,
Metvy,Pre-Seed funding,270000.0,,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,,,2018.0,IT & Technology,Gurgaon,Shawrya Mehrotra,HostelFund,
Rupeek,Series C,45000000.0,,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",,,2015.0,Financial Services,Bangalore,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",
Gig India,Series A,1000000.0,,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,,,2017.0,Business Services,Pune,"Aditya Shirole, Sahil Sharma","Shantanu Deshpande, Subramaniam Ramadorai",
Slurrp Farm,Series A,2000000.0,,Slurrp Farm is a children health food brand.,,,2016.0,Consumer Goods,Gurgaon,Meghana Narayan,Fireside Ventures,
Medfin,Series A,2515000.0,,Medfin is a Discovery platform for medical procedures and financing.,,,2017.0,Healthcare & Life Sciences,Bangalore,"Arjun Kumar, Arun Kumar, Sidharth Gurjar","Axilor Ventures, S.D. Shibulal",
MasterG,,2515000.0,,MasterG is a design and skill development organisation.,,,2015.0,Consumer Goods,New Delhi,Gayatri Jolly,Acumen Fund's angel programme,
Brila 91,,1200000.0,,Bira 91 is a craft beer company.,,,2014.0,Consumer Goods,New Delhi,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",
FoodyBuddy,,600000.0,,FoodyBuddy is a online food delivery portal,,,2015.0,Consumer Goods,Belgaum,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,
Zomato,,660000000.0,,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,,,2008.0,Consumer Goods,Gurgaon,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",
OurEye.ai,,120000.0,,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.",,,2020.0,Financial Services,Bangalore,"Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",
Shiprocket,Series C,7500000.0,,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,,,2017.0,Retail,New Delhi,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",
Pine Labs,,2515000.0,,A merchant platform company that provides financing and last-mile retail transaction technology to merchants.,,,1998.0,Financial Services,Noida,Amrish Rau,"Mastercard, Temasek Holdings",
Moneyboxx Finance,,1000000.0,,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,,,2019.0,Financial Services,New Delhi,Prashant Agarwal,"BlackSoil, Caspian",
EWar,Series A,2515000.0,,EWar Games is a e-sports and real-time gaming start-up.,,,2019.0,Media & Entertainment,Bangalore,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",
SucSEED Indovation,,5000000.0,,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",,,2016.0,Financial Services,Hyderabad,Vikrant Varshney,,
TaxBuddy.com,,1000000.0,,TaxBuddy for any tax related issues.,,,2019.0,Financial Services,Mumbai,Sujit Bangar,Zenith Global,
Awign Enterprises,,500000.0,,Operations and manpower outsourcing startup,,,2016.0,Business Services,Bangalore,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",
Circle of Angels,,3000000.0,,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,,,2018.0,Financial Services,Gurgaon,Karanpal Singh,,
CoinDCX,Series B,10000000.0,,CoinDCX is a company that specializes in crypto-enabled financial services.,,,2017.0,Financial Services,Mumbai,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",
Glance,,145000000.0,,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.,,,2016.0,IT & Technology,Bangalore,Naveen Tewari,Mithril Capital Management.,
VerSe Innovation,,100000000.0,,Owner of Dailyhunt App and I-Pay,,,2007.0,IT & Technology,Bangalore,Virendra Gupta,Google,
Voosh,Pre-Seed funding,270000.0,,Building India's largest digital food service brand,,,2020.0,Consumer Goods,Bangalore,Priyam Saraswat,Better Capital,
Delhivery,,2515000.0,,Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.,,,2011.0,Retail,Gurgaon,"Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Steadview Capital, Canada Pension Plan Investment Board",
Arya,Series B,21000000.0,,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation",,,1982.0,Agriculture,Noida,"Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,
Pickrr,,4000000.0,,Pickrr is an on-demand first mile logistics company,,,2015.0,Transportation & Logistics,New Delhi,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,
PhonePe,,20000000.0,,PhonePe is a mobile payment application that enables users to transfer money instantly.,,,2015.0,Financial Services,Andheri,"Burzin Engineer, Rahul Chari, Sameer Nigam","Flipkart, Walmart",
Countingwell,Series A,1000000.0,,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",,,2018.0,Education,Bangalore,Nirmal Shah,"Delhi Private School, UAE, Interstar",
Callify.ai,Seed funding,560000.0,,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,,,2016.0,IT & Technology,Mumbai,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures,
Hudle,Series A,2515000.0,,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.,,,2016.0,Sports,New Delhi,Suhail Narain,Survam Partners,
Cover it Up,Seed funding,400000.0,,Online portal that churns out high quality products,,,2013.0,Retail,Chennai,Ronak Sarda,Angel investors,
BiteSpeed,Seed funding,275000.0,,Chat-based commerce for E-commerce brands,,,2019.0,Retail,Gurgaon,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,
WakeFit,Series B,20000000.0,,Wakefitkart is a mattress manufacturing company,,,2016.0,Retail,Bangalore,"Ankit Garg, Chaitanya Ramalingegowda",Sequoia Capital.,
Sreyas Holistic Remedies,,1000000.0,,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,,,2008.0,Healthcare & Life Sciences,Hyderabad,Dr Prashant Soma,Blacksoil,
Fleeca India,,2515000.0,,FLEECA is a Tyre Care Provider company.,,,2016.0,Transportation & Logistics,Jaipur,Tikam Jain,Bridgestone India,
M1xchange,,4500000.0,,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,,,2017.0,Financial Services,Gurgaon,Sundeep Mohindru,"BEENEXT, Mayfield Fund",
Exotel,,5000000.0,,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,,,2011.0,IT & Technology,Bangalore,Shivakumar Ganesan,"A91 Partners, Artha India Ventures",
PagarBook,Series A,15000000.0,,"Staff's Salary, Work & Attendance Management Application",,,2019.0,IT & Technology,Bangalore,"Adarsh Kumar, Rupesh Mishra","Sequoia Capital, India Quotient",
PointOne Capital,,2515000.0,,Pre-seed/Seed focussed VC investor,,,2020.0,Financial Services,Bangalore,Mihir Jha,,
Ayana,,390000000.0,,Ayana Renewable Power is an Indian renewable energy platform,,,2017.0,Energy,Bangalore,Shivanand N,"NIIF Ltd, CDC Group",
Fisdom,,7000000.0,,Fisdom is a fintech company that offers investment advisory services through an application.,,,2015.0,Financial Services,Bangalore,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",
Tinker Coders,Seed funding,270000.0,,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,,,2020.0,Education,Noida,Anoop Gautam,STEMROBO Technologies,
Infinite Uptime,Series B,5100000.0,,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,,,2015.0,IT & Technology,Pune,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",
HappyLocate,Series A,500000.0,,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",,,2016.0,IT & Technology,Bangalore,"Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,
PhonePe,,700000000.0,,PhonePe is a mobile payments application that allows the user to transfer money instantly.,,,2015.0,Financial Services,New Delhi,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,
Loop Health,Seed funding,2300000.0,,Loop Health is bringing ease and choice to patients seeking major medical treatments.,,,2017.0,Healthcare & Life Sciences,Pune,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",
NeoDocs,Pre-Seed funding,270000.0,,Neodocs analyses medical reports and provides personalised health recommendations remotely.,,,2020.0,Healthcare & Life Sciences,Mumbai,"Anurag Meena, Nikunj Malpani, Pratik Lodha",9Unicorns Accelerator Fund,
The ePlane,Seed funding,270000.0,,Transforming the mobility landscape using aerial transport.,,,2016.0,Manufacturing,Chennai,"Satya Chakravarthy, Pranjal Mehta",Speciale Invest,
TagMango,Seed funding,700000.0,,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",,,2019.0,Business Services,Mumbai,"Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin",
The New Shop,Seed funding,500000.0,,The New Shop is a chain of high speed retail stores,,,2019.0,Retail,New Delhi,"Charak Almast, Aastha Almast, Mani Dev Gyawali",Huddle Accelerator,
MobiKwik,,7000000.0,,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",,,2009.0,Financial Services,Gurgaon,"Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson",
DebugsBunny,,100000.0,,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,,,2020.0,Education,Pune,Sumit Sanjay Singare,India Angel Fund,
BHIVE Investech,Seed funding,1000000.0,,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,,,2014.0,Business Services,Bangalore,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures,
Rivigo,,19000000.0,,Rivigo is a technology-enabled logistics platform provider that offers transport services.,,,2014.0,Transportation & Logistics,Gurgaon,"Deepak Garg, Gazal Kalra","Elevation Capital, Trifecta Capital Advisors",
ZipLoan,,3000000.0,,ZipLoan is a online lending platform,,,2015.0,Financial Services,New Delhi,"KSHITIJ Puri, Shalabh Singhal","Stride Ventures, Matrix Partners India",
Swipez,,2515000.0,,Swipez is a payment collection platform.,,,2014.0,Financial Services,Pune,Vivek Iyer,"9Unicorns, Anicut",
Humus,,2515000.0,,Farmgate to Retail outlet Agri-Fresh produce supply chain,,,2019.0,Agriculture,Bangalore,"Manjunatha T N, Shilpa Gopalaiah","Venture Catalysts, 9Unicorns, We Founders Circle.",
Artivatic.ai,,2515000.0,,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",,,2017.0,IT & Technology,Bangalore,Layak Singh,"SenseAI Ventures, Saurabh Chugh",
Prescinto,Seed funding,270000.0,,Prescinto provides solutions for solar monitoring and analytics solutions.,,,2016.0,Energy,Ahmedabad,"Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon","Startup incubator, Accelerator Venture Catalysts",
Toppeq,Seed funding,270000.0,,SaaS-based equity management platform,,,2019.0,IT & Technology,Mumbai,Nandini Sankar,,
Bolo Indya,,400000.0,,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",,,2019.0,Media & Entertainment,Gurgaon,"Tanmai Paul, Varun Saxena","India Accelerator, Sunil Kamath",
Bombay Play,Seed funding,1000000.0,,Bombay Play is a Card and Toy Company Making games for India.,,,2017.0,Media & Entertainment,Bangalore,"Abhas Saroha, Oliver Jones, Oliver Jones","Ramakant Sharma, Leo Capital India",
FreshToHome,,2515000.0,,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,,,2015.0,Retail,Bangalore,Shan Kadavil,Investment Corporation of Dubai (ICD),
KIKO TV,Seed funding,270000.0,,KIKO TV is an AI-based short live video e-commerce platform.,,,2020.0,Media & Entertainment,Mumbai,"Shivam Varshney, Alok Chawla","9Point8 Capital, Sunil Kumar Singhvi",
Atomberg Technologies,Series B,9000000.0,,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",,,2012.0,Consumer Goods,Mumbai,"Manoj Meena, Sibabrata Das","Sandeep Tandon, Survam Partners",
DealShare,Series C,21000000.0,,DealShare is a Social Commerce Startup,,,2018.0,Retail,Jaipur,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Falcon Edge Capital, Omidyar Network",
Smallcase,,2515000.0,,Changing how India invests in equities,,,2015.0,Financial Services,Bangalore,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","WEH Ventures, BEENEXT",
CueMath,Series C,40000000.0,,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,,,2011.0,Education,Bangalore,Manan Khurma,"Sequoia Capital India, CapitalG",
Gamerji,Seed funding,270000.0,,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",,,2018.0,Media & Entertainment,Ahmedabad,"Soham Thacker, Valay Patel, Varun Gajjar",La Gajjar Group.,
5C Network,Series A,1200000.0,,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",,,2014.0,Healthcare & Life Sciences,Bangalore,Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",
Ethereum Push Notification Service,Seed funding,750000.0,,EPNS is a decentralized notification protocol,,,2020.0,IT & Technology,Mumbai,"Harsh Rajat, Richa Joshi",Prolific angel investors,
Mihup,Series A,1500000.0,,Intelligence-based personal mobile assistant app,,,2016.0,IT & Technology,Kolkata,"Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman","Ideaspring Capital, Accel",
RuralBasket,,500000.0,,Naturally grown and healthy products directly from farmers.,,,2019.0,Retail,"Tirunelveli, Tamilnadu",Palani Rajan,Nativelead Foundation,
WayCool Foods,Debt,7800000.0,,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",,,2015.0,Agriculture,Chennai,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",
Infra.Market,Series B,20000000.0,,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,,,2016.0,Real Estate,Thane,"Aaditya Sharda, Souvik Sengupta","Trifecta Capital Advisors, Nexus Venture Partners",
Info Edge Venture,,50000000.0,,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",,,1995.0,Financial Services,Noida,Sanjeev Bikhchandani,Lightbox,
Clovia,Series C,4000000.0,,Clovia is the online lingerie retailer,,,2013.0,Retail,Noida,"Neha Kant, Pankaj Vermani","Golden Birch Investments, She Capital",
Codingal,Seed funding,560000.0,,Coding education platform for K-12 students,,,2020.0,Education,Bangalore,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",
CRED,Series C,80000000.0,,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,,,2018.0,Financial Services,Bangalore,Kunal Shah,"General Catalyst, Ribbit Capital",
Vistaar Finance,,30000000.0,,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,,,2010.0,Financial Services,Bangalore,"Brahmanad, Ramakrishna Nishtala",FMO,
Let's Dive,,1700000.0,,A platform for remote employee engagement and building team culture,,,2020.0,IT & Technology,Bangalore,"Nitesh Agrawal, Om Prakash",Surge,
Habitat,Seed funding,600000.0,,"Habitat, a social learning edtech platform for civil service aspirants",,,2016.0,Education,,"Rohit Pande, Shikhar Sachan","Unitus Ventures, Whiteboard Capital",
SAWO Labs,Seed funding,600000.0,,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,,,2020.0,IT & Technology,Mumbai,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",
Signzy,,3000000.0,,Signzy are creating 'building blocks for a Digital Trust system.,,,2015.0,IT & Technology,Bangalore,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",
KopyKitab,,2515000.0,,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",,,2013.0,Education,Bangalore,"Amit Shrivastava, Sumeet Verma","Paula Mariwala, Siddharth Anand",
Kyt,,2500000.0,,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,,,2020.0,Education,Singapore,"Bhavik Rathod, Tripti Ahuja",Sequoia Capital India’s Surge,
Raskik,Series A,1000000.0,,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,,,2019.0,Consumer Goods,,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",
GetWork,Pre-Seed funding,40000.0,,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,,,2019.0,Business Services,Gurugram,Rahul Veerwal,India Accelerator,
Mobile Premier League (MPL),Series B,500000.0,,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,,,2018.0,Media & Entertainment,Bangalore,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",
Pravasirojgar,,33000000.0,,Initiative for blue-collar job workers,,,2020.0,Business Services,,Sonu Sood,GoodWorker.,
Omatra Hotels,Seed funding,270000.0,,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,,,2017.0,Travel & Tourism,Kolkata,"NAVEED AHAMED, SYED SAQQA ABBAS",Capify,
Awign,Series B,991265.0,,Operations and manpower outsourcing startup,,,2016.0,Business Services,Bangalore,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",
NewsReach,Seed funding,1500000.0,,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,,,2018.0,Media & Entertainment,Gujarat,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",
Cashfree,Series B,35000000.0,,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,,,2015.0,Financial Services,Bangalore,"Akash Sinha, Reeju Datta","George Osborne, Smilegate Investment",
Credgenics,Series A,3000000.0,,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",,,2018.0,Financial Services,New Delhi,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",
GeoIQ,Seed funding,300000.0,,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",,,2018.0,IT & Technology,Bangalore,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",
Country Delight,Series C,25000000.0,,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,,,2015.0,Agriculture,Haryana,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",
Quintype,Series A,3500000.0,,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",,,2014.0,Business Services,Bangalore,Chirdeep Shetty,IIFL AMC,
CARS24,Series E,200000000.0,,CARS24 is an India-based platform for selling used cars.,,,2015.0,Retail,Haryana,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings",
Astrogate Labs,,2515000.0,,Astrogate Labs provides high-quality products related to space infrastructure.,,,2017.0,IT & Technology,Bangalore,,"Venture Catalysts, Speciale Invest",
Power Gummies,Bridge,24000000.0,,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,,,2018.0,Healthcare & Life Sciences,New Delhi,Divij Bajaj,Venture Catalysts,
Cityflo,Series A,7000000.0,,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,,,2015.0,Transportation & Logistics,Mumbai,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",
AlgoBulls,,200000.0,,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,,,2019.0,Financial Services,Mumbai,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,
Credgenics,Series A,3000000.0,,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",,,2018.0,Financial Services,Gurugram,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",
Inntot,,2515000.0,,"Inntot Technologies, is a technology driven company.",,,2014.0,IT & Technology,Kerala,Rajith Nair,Unicorn India Ventures,
Ensuredit,Series A,300000.0,,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,,,2019.0,Financial Services,Gurugram,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,
Shipsy,Series A,6000000.0,,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,,,2015.0,IT & Technology,Gurugram,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",
ERPNext,,1000000.0,,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",,,2008.0,IT & Technology,Mumbai,Rushabh Mehta,Rainmatter,
LightSpeedAI,,2515000.0,,Developer of an optoelectronic processor designed to accelerate AI computations.,,,2019.0,IT & Technology,Bangalore,"Rohin Y, PV Ramana","YourNest, growX ventures",
Grip Invest,Series A,2515000.0,,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,,,2020.0,Financial Services,Gurugram,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,
Unacademy,,2515000.0,,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,,,2015.0,Education,Bangalore,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",
Yellow Classes,Series A,1300000.0,,New-age fun-learning platform for kids.,,,2020.0,Education,Gurugram,"Arpit Mittal, Anshul Gupta",India Quotient,
